,DOI,Title,Abstract,Date,Journal,catalyst,reactant,Method,Product
128,10.1016/j.matpr.2021.04.126,Design and development of single screw conveying machine for pyrolysis of waste plastics using nano zeolite particles in fixed bed reactor,"In the present economic growth, the energy produced from sustainable resources plays a vital role rather than from non-renewable energy resources. There are many alternative sustainable energy resources available for energy development, such as biomass, hydropower, and wind energy. Another interest in current research is the conversion of waste plastic material into liquefied fuel. The use of plastic materials implies high demand and causes depletion of natural resources. Moreover, tons of used plastic materials are ending up in the oceans, landfill or open burning causes pollution. So, a suitable waste management strategy implies controlling or reduce the pollution causing the environment. In this present work, a new method has been addressed to extract liquefied fuels from waste LDPE plastics. A single screw conveying machine setup is fabricated to mix the shredded waste plastics with Nano zeolite catalyst. The various weight percentage of plastic material and zeolite catalyst is mixed and subject to pyrolysis process. The distribution of nano zeolite catalyst with the plastic wastes was found to be even, which leads to improved heat transfer rate, pyrolysis temperature, and reduced reaction time also produces a higher pyrolytic oil yield of 7%. The FT-IR results of extracted pyrolytic oil outcomes showed clear peaks of carbon and oxidizing agent chemical bonds in all liquid oil samples also alkanes present in the oil are confirmed with the GC–MS results. The liquid oil has a higher heating value range of 9820–9860 Kcal/kg, which is close to the standard diesel fuel heating value.",2021,Materials Today: Proceedings,['zeolite'],"['waste plastic material', 'plastic materials', 'plastic materials', 'suitable waste management strategy', 'waste LDPE plastics', 'shredded waste plastics', 'plastic material', 'plastic wastes']","['conversion', 'conversion', 'pyrolysis', 'pyrolysis process', 'pyrolysis temperature']","['energy', 'non-renewable energy resources', 'alternative sustainable energy resources', 'energy development', 'wind energy', 'higher pyrolytic oil yield', 'extracted pyrolytic oil outcomes', 'liquid oil samples', 'oil', 'The liquid oil']"
129,10.1016/j.enconman.2021.114578,Pyrolysis-catalysis for waste polyolefin conversion into low aromatic naphtha,"The global waste plastic crisis, caused by overconsumption of single-use plastics, is threatening ecological systems and public health, worldwide. This study presents a novel catalytic conversion of waste polyolefinic plastics to low aromatic naphtha for new plastic manufacturing by a tandem catalysis process. Zn/SBA-15 was found to be an effective heterogeneous catalyst for cracking high density polyethylene (HDPE) pyrolytic wax into short chain olefins. This catalyst shows a much higher activity than pure catalysts or SBA-15 catalysts that were modified with other metals. This tandem catalysis system was also applicable to catalytic reforming of various waste polyolefins including HDPE, low density polyethylene (LDPE), and polypropylene (PP), producing high quality naphtha with a C5-C12 paraffin selectivity of 50–71 % peak area. Furthermore, the pure and real-world plastic mixture can also be used to produce high quality naphtha, with a C5-C12 paraffin selectivity of 60.39 % peak area and 57.16 % peak area, respectively. This new plastic to low-aromatic naphtha technology highlights the feasibility of upcycling waste plastics into virgin plastic products.",1 October 2021,Energy Conversion and Management,"['naphtha', 'Zn/SBA-15']","['The global waste plastic crisis', 'single-use plastics', 'waste polyolefinic plastics', 'new plastic manufacturing', 'high density polyethylene', 'waste polyolefins', 'low density polyethylene', 'polypropylene', 'pure real-world plastic mixture', 'This new plastic', 'waste plastics', 'virgin plastic products']","['conversion', 'novel catalytic conversion', 'reforming', 'catalytic reforming']",['virgin plastic products']
130,10.1016/j.jaap.2012.03.004,Catalytic stepwise pyrolysis of packaging plastic waste,"In this paper the combination of catalytic and stepwise pyrolysis is explored. A mixture of polyethylene (PE), polypropylene (PP), polystyrene (PS), poly(ethylene terephthalate) (PET) and poly(vinyl chloride) (PVC), which resembles real municipal plastic waste, has been pyrolysed in a 3.5dm3 semi-batch reactor at 440°C for 30min using a ZSM-5 zeolite as catalyst. A low temperature (300°C) dechlorination step has been carried out both with and without catalyst. It has been proved that the application of such dechlorination step gives rise to a 75wt% reduction of chlorine in the liquid fraction. However, such step has a negative influence on the catalyst, which loses some catalytic activity. The optimum procedure in terms of quality and chlorine content of the products is the combination of first a low temperature step without catalyst, and second the catalytic pyrolysis step.",July 2012,Journal of Analytical and Applied Pyrolysis,"['chlorine', 'zeolite']","['polyethylene', 'polypropylene', 'polystyrene', 'poly(ethylene terephthalate', 'poly(vinyl chloride', 'real municipal plastic waste']","['pyrolysis', 'catalytic stepwise pyrolysis', 'second catalytic pyrolysis step']","['polystyrene', 'products']"
131,10.1016/j.matpr.2021.04.126,Design and development of single screw conveying machine for pyrolysis of waste plastics using nano zeolite particles in fixed bed reactor,"In the present economic growth, the energy produced from sustainable resources plays a vital role rather than from non-renewable energy resources. There are many alternative sustainable energy resources available for energy development, such as biomass, hydropower, and wind energy. Another interest in current research is the conversion of waste plastic material into liquefied fuel. The use of plastic materials implies high demand and causes depletion of natural resources. Moreover, tons of used plastic materials are ending up in the oceans, landfill or open burning causes pollution. So, a suitable waste management strategy implies controlling or reduce the pollution causing the environment. In this present work, a new method has been addressed to extract liquefied fuels from waste LDPE plastics. A single screw conveying machine setup is fabricated to mix the shredded waste plastics with Nano zeolite catalyst. The various weight percentage of plastic material and zeolite catalyst is mixed and subject to pyrolysis process. The distribution of nano zeolite catalyst with the plastic wastes was found to be even, which leads to improved heat transfer rate, pyrolysis temperature, and reduced reaction time also produces a higher pyrolytic oil yield of 7%. The FT-IR results of extracted pyrolytic oil outcomes showed clear peaks of carbon and oxidizing agent chemical bonds in all liquid oil samples also alkanes present in the oil are confirmed with the GC–MS results. The liquid oil has a higher heating value range of 9820–9860 Kcal/kg, which is close to the standard diesel fuel heating value.",2021,Materials Today: Proceedings,['zeolite'],"['waste plastic material', 'plastic materials', 'plastic materials', 'suitable waste management strategy', 'waste LDPE plastics', 'shredded waste plastics', 'plastic material', 'plastic wastes']","['conversion', 'conversion', 'pyrolysis', 'pyrolysis process', 'pyrolysis temperature']","['energy', 'non-renewable energy resources', 'alternative sustainable energy resources', 'energy development', 'wind energy', 'higher pyrolytic oil yield', 'extracted pyrolytic oil outcomes', 'liquid oil samples', 'oil', 'The liquid oil']"
132,10.1016/j.enconman.2021.114578,Pyrolysis-catalysis for waste polyolefin conversion into low aromatic naphtha,"The global waste plastic crisis, caused by overconsumption of single-use plastics, is threatening ecological systems and public health, worldwide. This study presents a novel catalytic conversion of waste polyolefinic plastics to low aromatic naphtha for new plastic manufacturing by a tandem catalysis process. Zn/SBA-15 was found to be an effective heterogeneous catalyst for cracking high density polyethylene (HDPE) pyrolytic wax into short chain olefins. This catalyst shows a much higher activity than pure catalysts or SBA-15 catalysts that were modified with other metals. This tandem catalysis system was also applicable to catalytic reforming of various waste polyolefins including HDPE, low density polyethylene (LDPE), and polypropylene (PP), producing high quality naphtha with a C5-C12 paraffin selectivity of 50–71 % peak area. Furthermore, the pure and real-world plastic mixture can also be used to produce high quality naphtha, with a C5-C12 paraffin selectivity of 60.39 % peak area and 57.16 % peak area, respectively. This new plastic to low-aromatic naphtha technology highlights the feasibility of upcycling waste plastics into virgin plastic products.",1 October 2021,Energy Conversion and Management,"['naphtha', 'Zn/SBA-15']","['The global waste plastic crisis', 'single-use plastics', 'waste polyolefinic plastics', 'new plastic manufacturing', 'high density polyethylene', 'waste polyolefins', 'low density polyethylene', 'polypropylene', 'pure real-world plastic mixture', 'This new plastic', 'waste plastics', 'virgin plastic products']","['conversion', 'novel catalytic conversion', 'reforming', 'catalytic reforming']",['virgin plastic products']
133,10.1016/j.jclepro.2020.122038,Selective production of aromatics from waste plastic pyrolysis by using sewage sludge derived char catalyst,"Sewage sludge char was used as the catalyst to realize the selective production of aromatics in the pyrolysis of waste mixed plastics. The effect of catalytic temperature, residence time, and plastic compositions on the product yield and distribution were investigated. The catalytic behavior of main ash components was evaluated and discussed. It was found that the selectivity of sludge char to monocyclic aromatics was up to 75.3% when catalytic temperature was 600 °C with a residence time of 1 s. The content of styrene and xylene reached 29.1% and 12.5% in oil, respectively. The selectivity of sludge char to bicyclic aromatics was up to 64.4% when the temperature was 800 °C with the same residence time of 1 s. Naphthalenes accounted for 47.5% of the pyrolysis oil. The interaction among polyethylene, polypropylene, and polystyrene improved the selectivity of bicyclic aromatics from 46.8% to 53.7%. It can be concluded that principal ash components in sludge char could increase the aromatization degree of chain hydrocarbons and reduce the condensation degree of already formed aromatics. Acid sites (mainly aluminum phosphate) and dehydrogenation active sites (mainly -PO, sulfides, etc.) could promote the formation of aromatics by catalyzing direct dehydrogenation, hydrogen transfer reaction, and Diels-Alder reaction; while ring-opening active sites (mainly calcium oxide and iron species) could prevent the formation of excessively heavy aromatics by hydrogenation and ring-opening process.",20 September 2020,Journal of Cleaner Production,"['iron', 'sulfides']","['waste mixed plastics', 'plastic compositions', 'polyethylene', 'polypropylene', 'polystyrene']","['pyrolysis', 'pyrolysis', 'pyrolysis oil']","['selective production', 'product yield', 'styrene', 'oil', 'pyrolysis oil', 'polystyrene']"
134,10.1016/j.wasman.2011.04.004,Deactivation and regeneration of ZSM-5 zeolite in catalytic pyrolysis of plastic wastes,"In this work, a study of the regeneration and reuse of ZSM-5 zeolite in the pyrolysis of a plastic mixture has been carried out in a semi-batch reactor at 440°C. The results have been compared with those obtained with fresh-catalyst and in non-catalytic experiments with the same conditions. The use of fresh catalyst produces a significant change in both the pyrolysis yields and the properties of the liquids and gases obtained. Gases more rich in C3–C4 and H2 are produced, as well as lower quantities of aromatic liquids if compared with those obtained in thermal decomposition. The authors have proved that after one pyrolysis experiment the zeolite loses quite a lot of its activity, which is reflected in both the yields and the products quality; however, this deactivation was found to be reversible since after regeneration heating at 550°C in oxygen atmosphere, this catalyst recovered its initial activity, generating similar products and in equivalent proportions as those obtained with fresh catalyst.",August 2011,Waste Management,['zeolite'],['plastic mixture'],"['pyrolysis', 'pyrolysis', 'pyrolysis yields', 'thermal', 'thermal decomposition']","['products quality', 'similar products']"
135,10.1016/j.wasman.2011.04.004,Deactivation and regeneration of ZSM-5 zeolite in catalytic pyrolysis of plastic wastes,"In this work, a study of the regeneration and reuse of ZSM-5 zeolite in the pyrolysis of a plastic mixture has been carried out in a semi-batch reactor at 440°C. The results have been compared with those obtained with fresh-catalyst and in non-catalytic experiments with the same conditions. The use of fresh catalyst produces a significant change in both the pyrolysis yields and the properties of the liquids and gases obtained. Gases more rich in C3–C4 and H2 are produced, as well as lower quantities of aromatic liquids if compared with those obtained in thermal decomposition. The authors have proved that after one pyrolysis experiment the zeolite loses quite a lot of its activity, which is reflected in both the yields and the products quality; however, this deactivation was found to be reversible since after regeneration heating at 550°C in oxygen atmosphere, this catalyst recovered its initial activity, generating similar products and in equivalent proportions as those obtained with fresh catalyst.",August 2011,Waste Management,['zeolite'],['plastic mixture'],"['pyrolysis', 'pyrolysis', 'pyrolysis yields', 'thermal', 'thermal decomposition']","['products quality', 'similar products']"
136,10.1016/j.wasman.2011.05.021,Pyrolysis of municipal plastic wastes II: Influence of raw material composition under catalytic conditions,"In this work, the results obtained in catalytic pyrolysis of three plastic waste streams which are the rejects of an industrial packing wastes sorting plant are presented. The samples have been pyrolysed in a 3.5dm3 reactor under semi-batch conditions at 440°C for 30min in nitrogen atmosphere. Commercial ZSM-5 zeolite has been used as catalyst in liquid phase contact. In every case, high HHV gases and liquids which can be useful as fuels or source of chemicals are obtained. A solid fraction composed of the inorganic material contained in the raw materials and some char formed in the pyrolysis process is also obtained. The zeolite has shown to be very effective to produce liquids with great aromatics content and C3–C4 fraction rich gases, even though the raw material was mainly composed of polyolefins. The characteristics of the pyrolysis products as well as the effect of the catalyst vary depending on the composition of the raw material. When paper rich samples are pyrolysed, ZSM-5 zeolite increases water production and reduces CO and CO2 generation. If stepwise pyrolysis is applied to such sample, the aqueous liquid phase can be separated from the organic liquid fraction in a first low temperature step.",September–October 2011,Waste Management,['zeolite'],"['plastic waste streams', 'industrial packing wastes', 'polyolefins']","['pyrolysis', 'catalytic pyrolysis', 'pyrolysis process', 'pyrolysis products', 'stepwise pyrolysis']","['pyrolysis products', 'water production']"
137,10.1016/j.jaap.2021.105018,Production of hydrogen and valuable fuels from polyethylene terephthalate waste dissolved in phenol reforming and cracking reactions via Ni-Co/CeO2 nano-catalyst,"This research investigates the preparation of Ni-Co/CeO2 catalysts based on impregnation and hydrothermal treatment methods for the hydrogen and valuable fuels generation from the steam reforming and cracking reactions of polyethylene terephthalate (PET) waste liquefied in phenol. PET plastic waste is environmentally harmful, mostly when it eliminated by burning or landfilling. Therefore, in this study, this waste has been dissolved in phenol for hydrogen and liquid fuel generation via catalytic steam reforming and cracking reactions. Complementary characterization techniques such as XRD, BET, FTIR, SEM, TEM, EDX, H2-TPR, CO2-TPD, NH3-TPD, ICP, CHNS and TGA were used to correlate surface structure and functionality to catalytic performance of the catalysts. The hydrothermal route leads to higher catalyst activity and stability against a by-product formation such as coke, which approved by time on stream process, TGA and CHNS analysis. For an instant, at 700 °C of the catalytic reaction, impregnation method cause to achieve 72.8 % of phenol conversion and 56 % of hydrogen yield, while these factors increased when conducting the hydrothermal treatment to 83.8 % and 76 %, respectively. Analysis of liquid products obtained from GCMS illustrated that valuable components such as dibenzofuran, 2-methyl phenol and benzene were produced from PET cracking and phenol steam reforming reactions. This phenomenon is a vital idea to solve plastic waste recycling issues.",March 2021,Journal of Analytical and Applied Pyrolysis,"['Ni-Co/CeO2', 'Complementary']","['polyethylene terephthalate (PET) waste', 'PET plastic waste', 'waste', 'plastic waste recycling issues']","['reforming', 'steam reforming cracking reactions', 'thermal', 'hydrothermal treatment methods', 'The hydrothermal route', 'conversion', 'phenol conversion', 'hydrothermal treatment', 'phenol steam reforming reactions']","['-product', 'liquid products']"
138,10.1016/S0141-3910(03)00272-6,Polymer degradation to fuels over microporous catalysts as a novel tertiary plastic recycling method,"The catalytic degradation of polyethylene over various microporous materials—zeolites, zeolite-based commercial cracking catalysts as well as clays and their pillared analogues—was studied in a semi-batch reactor. Over all catalysts the liquid products formed had a boiling point distribution in the range of motor engine fuels, which increases considerably the viability of the method as a commercial recycling process. From the zeolites, ZSM-5 resulted mostly in gaseous products and almost no coking due to its shape selectivity properties. Commercial cracking catalysts fully degraded the polymer resulting in higher liquid yield and lower coke content than their parent ultrastable Y zeolite. This confirmed the suitability of such catalysts for a polymer recycling process and its commercialisation potential, as it confirmed the potential of plastic waste being co-fed into a refinery cracking unit. Clays, saponite and Zenith-N, a montmorillonite, and their pillared analogues were less active than zeolites, but could fully degrade the polymer. They showed enhanced liquid formation, due to their mild acidity, and lower coke formation. Regenerated pillared clays offered practically the same performance as fresh samples, but their original clays' performance deteriorated after removal of the formed coke. Although performance of the regenerated saponite was satisfactory, with the regenerated Zenith the structural damage was so extensive that plastic was only partly degraded.",February 2004,Polymer Degradation and Stability,"['zeolites', 'zeolite-based', 'zeolite', 'montmorillonite']","['polyethylene', 'polymer', 'polymer recycling process', 'plastic waste', 'plastic']","['The catalytic degradation', 'degradation']","['liquid products', 'boiling point distribution', 'gaseous products']"
139,10.1016/S0141-3910(03)00272-6,Polymer degradation to fuels over microporous catalysts as a novel tertiary plastic recycling method,"The catalytic degradation of polyethylene over various microporous materials—zeolites, zeolite-based commercial cracking catalysts as well as clays and their pillared analogues—was studied in a semi-batch reactor. Over all catalysts the liquid products formed had a boiling point distribution in the range of motor engine fuels, which increases considerably the viability of the method as a commercial recycling process. From the zeolites, ZSM-5 resulted mostly in gaseous products and almost no coking due to its shape selectivity properties. Commercial cracking catalysts fully degraded the polymer resulting in higher liquid yield and lower coke content than their parent ultrastable Y zeolite. This confirmed the suitability of such catalysts for a polymer recycling process and its commercialisation potential, as it confirmed the potential of plastic waste being co-fed into a refinery cracking unit. Clays, saponite and Zenith-N, a montmorillonite, and their pillared analogues were less active than zeolites, but could fully degrade the polymer. They showed enhanced liquid formation, due to their mild acidity, and lower coke formation. Regenerated pillared clays offered practically the same performance as fresh samples, but their original clays' performance deteriorated after removal of the formed coke. Although performance of the regenerated saponite was satisfactory, with the regenerated Zenith the structural damage was so extensive that plastic was only partly degraded.",February 2004,Polymer Degradation and Stability,"['zeolites', 'zeolite-based', 'zeolite', 'montmorillonite']","['polyethylene', 'polymer', 'polymer recycling process', 'plastic waste', 'plastic']","['The catalytic degradation', 'degradation']","['liquid products', 'boiling point distribution', 'gaseous products']"
140,10.1016/j.polymdegradstab.2022.110210,Chemical recycling and upcycling of poly(Bisphenol A carbonate) via metal acetate catalyzed glycolysis,"Prospective method of poly(bisphenol A carbonate) (BPAC) waste processing is based on catalytic glycolysis, combining recycling to bisphenol A (BPA) and upcycling with a formation of cyclic carbonates. With the aim of developing efficient solvent-free glycolysis of BPAC we studied catalytic behavior of Li, Na, K, Mg, Ca and Zn acetates in the reaction of BPAC with ethylene glycol (EG). With the use of EG as reagent and reaction media at 180 °С, down to 0.01 wt% of Mg(OAc)2 and Zn(OAc)2 catalyzed full conversion of BPAC to BPA and ethylene carbonate within 1 h. Acetates of alkali metals demonstrated lower activities and selectivities, Ca(OAc)2 was found to be almost inactive. DFT optimization of the metal complexes with components of the reaction mixture allowed to explain low catalytic activity of Li, Na, K and Ca acetates by relative stability of inactive metal phenolates, whereas Mg and Zn acetates tend to form active glycolate species and phenol. Theoretical investigations of the mechanism of Mg(OAc)2 and Zn(OAc)2-catalyzed glycolysis of the model substrate diphenyl carbonate have determined the sequence of the reaction intermediates and transition states, thereby explaining the high catalytic activities of Mg and Zn acetates by relatively low values of the activation barriers amounted to ∼15 kcal/mol in G scale. Comparative experimental studies of 1,2-, 1,3-, 1,4-diols and glycerol in glycolysis of BPAC have demonstrated high efficiency of Mg(OAc)2 and Zn(OAc)2 catalysts in the amount of less then 0.1 wt%, the yields of BPA exceeded 90%. Along with that, the high yields of cyclic carbonates were achieved when using 1,2-diols and 1,3-diols, containing alkyl substituents in α-position to –OH group.",January 2023,Polymer Degradation and Stability,"['Na', 'K', 'Mg']","['poly(bisphenol A carbonate', 'BPAC) waste processing']","['glycolysis', 'catalytic glycolysis', 'efficient solvent-free glycolysis', 'conversion', 'conversion', 'Mg(OAc)2 Zn(OAc)2-catalyzed glycolysis']",['ethylene glycol']
141,10.1016/j.polymdegradstab.2022.110210,Chemical recycling and upcycling of poly(Bisphenol A carbonate) via metal acetate catalyzed glycolysis,"Prospective method of poly(bisphenol A carbonate) (BPAC) waste processing is based on catalytic glycolysis, combining recycling to bisphenol A (BPA) and upcycling with a formation of cyclic carbonates. With the aim of developing efficient solvent-free glycolysis of BPAC we studied catalytic behavior of Li, Na, K, Mg, Ca and Zn acetates in the reaction of BPAC with ethylene glycol (EG). With the use of EG as reagent and reaction media at 180 °С, down to 0.01 wt% of Mg(OAc)2 and Zn(OAc)2 catalyzed full conversion of BPAC to BPA and ethylene carbonate within 1 h. Acetates of alkali metals demonstrated lower activities and selectivities, Ca(OAc)2 was found to be almost inactive. DFT optimization of the metal complexes with components of the reaction mixture allowed to explain low catalytic activity of Li, Na, K and Ca acetates by relative stability of inactive metal phenolates, whereas Mg and Zn acetates tend to form active glycolate species and phenol. Theoretical investigations of the mechanism of Mg(OAc)2 and Zn(OAc)2-catalyzed glycolysis of the model substrate diphenyl carbonate have determined the sequence of the reaction intermediates and transition states, thereby explaining the high catalytic activities of Mg and Zn acetates by relatively low values of the activation barriers amounted to ∼15 kcal/mol in G scale. Comparative experimental studies of 1,2-, 1,3-, 1,4-diols and glycerol in glycolysis of BPAC have demonstrated high efficiency of Mg(OAc)2 and Zn(OAc)2 catalysts in the amount of less then 0.1 wt%, the yields of BPA exceeded 90%. Along with that, the high yields of cyclic carbonates were achieved when using 1,2-diols and 1,3-diols, containing alkyl substituents in α-position to –OH group.",January 2023,Polymer Degradation and Stability,"['Na', 'K', 'Mg']","['poly(bisphenol A carbonate', 'BPAC) waste processing']","['glycolysis', 'catalytic glycolysis', 'efficient solvent-free glycolysis', 'conversion', 'conversion', 'Mg(OAc)2 Zn(OAc)2-catalyzed glycolysis']",['ethylene glycol']
142,10.1016/j.psep.2020.10.038,Catalytic pyrolysis of polyoleﬁn and multilayer packaging based waste plastics: A pilot scale study,"The catalytic pyrolysis of different types of polyoleﬁn and multilayer packaging based plastic wastes in the presence of commercial zeolite catalyst was studied in the batch pilot scale reactor. Different types of multi-layer plastics such as biaxial oriented polypropylene (BOPP), metalized biaxial oriented polypropylene layers (MET/BOPP), poly ethylene terepthalate (PET), metalized polyethylene-terepthalate (MET/PET), PET combined polyethylene (PET/PE) and mixed polyolefin plastic wastes obtained from the municipal corporation were pyrolyzed to determine the oil, gas and char distribution. BOPP based plastic waste exhibited higher oil yield and calorific value (65–70%, 45.14 KJ/g) compared to PET based MLPs (17.8 %, 30 KJ/g) and laminated metalized plastics (13 %, 37 KJ/g). Modifying the feed composition by mixing of polyolefins-based waste plastics with PET based MLPs and BOPP/MET BOPP doubled the liquid yield and notably altered the physicochemical characterization of the resulted pyrolysis oil. Char yield in the polyolefins-based waste is observed to be lesser than the MLP based waste plastics. GC–MS analysis revealed the percentage area of hydrocarbons compounds of the pyrolysis oil obtained from PET based MLP experiments contains high fractions of medium and heavier range hydrocarbons (C11 – C20, C21 – C30). Sulfur content in the oil from different MLPs was measured as below the detection limit. Functional groups of hydrocarbons of oil were analyzed using FT-IR. Solids were characterized for the presence of heavy metals such as Al, Cr, Cu, Co, Pd, and Ni.",May 2021,Process Safety and Environmental Protection,"['Pd', 'Ni', 'zeolite', 'Cu', 'Co', 'Cr', 'Al']","['polyoleﬁn', 'multi-layer plastics', 'biaxial oriented polypropylene', 'metalized biaxial oriented polypropylene layers', 'poly ethylene terepthalate', 'metalized polyethylene-terepthalate', 'PET combined polyethylene', 'mixed polyolefin plastic wastes', 'BOPP based plastic waste', 'metalized plastics', 'polyolefins-based waste plastics', 'polyolefins-based waste', 'MLP based waste plastics']","['The catalytic pyrolysis', 'pyrolysis', 'resulted pyrolysis oil', 'pyrolysis oil']","['oil, gas char distribution', 'higher oil yield', 'resulted pyrolysis oil', 'pyrolysis oil', 'oil', 'oil']"
143,10.1016/j.enconman.2019.07.001,Catalytic microwave-assisted pyrolysis of plastic waste over NiO and HY for gasoline-range hydrocarbons production,"Recovering fuels or chemicals from plastic waste via pyrolysis is an innovative and promising route for both energy saving and refuse elimination. In this study, catalytic microwave-assisted pyrolysis of low-density polyethylene (LDPE) was performed to simultaneously improve yield and quality of gasoline-range products. NiO and HY zeolite were respectively used as in-situ and ex-situ catalysts in a two-stage pyrolysis-catalysis system. The results showed that the optimum pyrolysis and catalysis temperatures were 500 °C and 450 °C, respectively, with 56.53 wt% oil product and 93.80% gasoline-range fraction achieved. The content of high-octane-number compounds, primarily aromatics and isomerized aliphatics, increased from 23.5% to 80.4% as HY to LDPE ratio rose from 0 to 1:5. The optimized balance between oil yield and oil quality was obtained at the HY to LDPE ratio of 1:10. The presence of NiO during co-catalysis slightly decreased the oil yield by 5.3–8.5 wt%. Meanwhile, the production of aromatics was promoted obviously while the yield of normal aliphatics was inhibited, which were both favorable to improve the octane number of the oil product. The improved performance of co-catalysis could be related to the suitable hydrogen abstraction ability of NiO, which produced enormous alkenes. Subsequently, cycloalkenes and aromatics were synthesized through Diels-Alder reactions over the catalysis of HY. This co-catalysis approach in the microwave reactor provides a potentially profitable way to convert plastic waste into high-quality and high-yield gasoline fuels.",15 September 2019,Energy Conversion and Management,"['NiO', 'zeolite']","['plastic waste', 'low-density polyethylene']","['pyrolysis', 'catalytic microwave-assisted pyrolysis', 'two-stage pyrolysis-catalysis', 'optimum pyrolysis catalysis temperatures']","['energy saving', 'gasoline-range products', '56.53 wt% oil product', 'oil yield', 'oil quality', 'oil yield', 'production', 'oil product']"
144,10.1016/j.heliyon.2019.e02324,Fuel oil generated from the cogon grass-derived Al–Si (Imperata cylindrica (L.) Beauv) catalysed pyrolysis of waste plastics,"This research investigated pyrolysis as a potential method to manage plastic waste in Sichang Island, Thailand. Pyrolysis was chosen to convert waste plastic into fuel oil using Al–Si catalysts derived from cogon grass. The study consisted of three stages. The first stage determined the composition of the waste plastics found in Sichang Island. High-density polyethylene (48%) comprised the highest proportion of the waste plastics, followed by low-density polyethylene (22%), polyethylene terephthalate (13%), polypropylene (10%), and polystyrene (7%). In the second stage, the Al–Si catalysts were prepared from cogon grass (Imperata cylindrica (L.) Beauv) by treating it with acid and calcination. The optimum conditions to extract silica from cogon grass through acid treatment were heating at 700 °C for 2 h, which yielded 97.7% of amorphous silica with a surface area of 172 m2/g and a pore volume of 0.43 cc/g. This amorphous silica was combined with an aluminum precursor to form Al–Si catalysts with 20–80 wt% of Al–Si. The results showed that the surface area of the catalyst increased with increasing aluminum content. The optimum ratio was 60 wt% of Al–Si with a surface area of 200 m2/g. In the final stage, the catalytic properties of the previously prepared Al–Si catalysts in the pyrolysis of waste plastics were evaluated. The catalyst enhanced the plastic cracking process and the oil yield while decreasing the reaction time. The optimum ratio of 60% Al–Si to 10% waste plastic provided the maximum oil yield of 93.11% and the minimum reaction time of 20 min. The results showed that catalytic cracking with 60% Al–Si contributed to a high quantity of oil yield, similar to using a commercial Al–Si catalyst. The results of this research will be applied as an alternative method of recycling plastic for sustainable waste management in Sichang Island.",August 2019,Heliyon,"['Sichang', 'Al–Si', 'aluminum', 'silica']","['plastic waste', 'waste plastic', 'waste plastics', 'High-density polyethylene', 'low-density polyethylene', 'polyethylene terephthalate', 'polypropylene', 'waste plastics', 'plastic cracking process', '60% Al–Si 10% waste plastic', 'plastic', 'sustainable waste management']","['pyrolysis', 'pyrolysis']","['fuel oil', 'oil yield', 'maximum oil yield', 'oil yield']"
145,10.1016/j.enconman.2019.07.001,Catalytic microwave-assisted pyrolysis of plastic waste over NiO and HY for gasoline-range hydrocarbons production,"Recovering fuels or chemicals from plastic waste via pyrolysis is an innovative and promising route for both energy saving and refuse elimination. In this study, catalytic microwave-assisted pyrolysis of low-density polyethylene (LDPE) was performed to simultaneously improve yield and quality of gasoline-range products. NiO and HY zeolite were respectively used as in-situ and ex-situ catalysts in a two-stage pyrolysis-catalysis system. The results showed that the optimum pyrolysis and catalysis temperatures were 500 °C and 450 °C, respectively, with 56.53 wt% oil product and 93.80% gasoline-range fraction achieved. The content of high-octane-number compounds, primarily aromatics and isomerized aliphatics, increased from 23.5% to 80.4% as HY to LDPE ratio rose from 0 to 1:5. The optimized balance between oil yield and oil quality was obtained at the HY to LDPE ratio of 1:10. The presence of NiO during co-catalysis slightly decreased the oil yield by 5.3–8.5 wt%. Meanwhile, the production of aromatics was promoted obviously while the yield of normal aliphatics was inhibited, which were both favorable to improve the octane number of the oil product. The improved performance of co-catalysis could be related to the suitable hydrogen abstraction ability of NiO, which produced enormous alkenes. Subsequently, cycloalkenes and aromatics were synthesized through Diels-Alder reactions over the catalysis of HY. This co-catalysis approach in the microwave reactor provides a potentially profitable way to convert plastic waste into high-quality and high-yield gasoline fuels.",15 September 2019,Energy Conversion and Management,"['NiO', 'zeolite']","['plastic waste', 'low-density polyethylene']","['pyrolysis', 'catalytic microwave-assisted pyrolysis', 'two-stage pyrolysis-catalysis', 'optimum pyrolysis catalysis temperatures']","['energy saving', 'gasoline-range products', '56.53 wt% oil product', 'oil yield', 'oil quality', 'oil yield', 'production', 'oil product']"
