Title,Pub_name,DOI,Year,Link
Positive and negative metacognitions about alcohol use among university students: Psychometric properties of the PAMS and NAMS French versions,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2015.06.003,2015-08-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2015.06.003?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Antibacterial nanocomposite films based on Poly(vinyl alcohol)/TiO<ce:inf loc=post>2</ce:inf>-Folic acid: Study of physicochemical, optical, and thermal characteristics",Materials Chemistry and Physics,10.1016/j.matchemphys.2022.125809,2022-04-01,https://api.elsevier.com/content/article/doi/10.1016/j.matchemphys.2022.125809?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Metal-catalyzed dehydrogenative synthesis of pyrroles and indoles from alcohols,Coordination Chemistry Reviews,10.1016/j.ccr.2016.09.014,2017-01-15,https://api.elsevier.com/content/article/doi/10.1016/j.ccr.2016.09.014?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Water-soluble lignin quaternary ammonium salt for electrospun morphology-controllable antibacterial polyvinyl alcohol/ lignin quaternary ammonium salt nanofibers,Journal of Cleaner Production,10.1016/j.jclepro.2022.133219,2022-09-25,https://api.elsevier.com/content/article/doi/10.1016/j.jclepro.2022.133219?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A screening study of alcohol solvents for alkanolamine-based CO<ce:inf loc=post>2</ce:inf> capture,International Journal of Greenhouse Gas Control,10.1016/j.ijggc.2020.103081,2020-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.ijggc.2020.103081?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Enhanced catalytic degradation of polyvinyl alcohol from aqueous solutions by novel synthesis of MnCoO<ce:inf loc=post>3</ce:inf>@γ-Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> nanocomposites: Performance, degradation intermediates and mechanism",Journal of Molecular Liquids,10.1016/j.molliq.2020.114569,2021-02-01,https://api.elsevier.com/content/article/doi/10.1016/j.molliq.2020.114569?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Time-dependent mechanical behavior of partially oxidized polyvinyl alcohol hydrogels for tissue engineering,Journal of the Mechanical Behavior of Biomedical Materials,10.1016/j.jmbbm.2021.104966,2022-01-31,https://api.elsevier.com/content/article/doi/10.1016/j.jmbbm.2021.104966?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Evaluation of a novel method for the analysis of alcohol biomarkers: Ethyl glucuronide, ethyl sulfate and phosphatidylethanol",Alcohol,10.1016/j.alcohol.2017.08.009,2018-03-31,https://api.elsevier.com/content/article/doi/10.1016/j.alcohol.2017.08.009?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Sprayed <ce:italic>in-situ</ce:italic> synthesis of polyvinyl alcohol/chitosan loaded silver nanocomposite hydrogel for improved antibacterial effects,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2019.09.186,2020-02-15,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2019.09.186?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Lipidomic signature of serum from the rats exposed to alcohol for one year,Toxicology Letters,10.1016/j.toxlet.2018.05.011,2018-09-15,https://api.elsevier.com/content/article/doi/10.1016/j.toxlet.2018.05.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Simple organocatalysts in multi-step reactions: An efficient one-pot Morita-Baylis-Hillman-type <ce:italic>α</ce:italic>-hydroxymethylation of vinyl ketones followed by the convenient, temperature-controlled one-pot etherification using alcohols",Tetrahedron,10.1016/j.tet.2018.05.026,2018-09-20,https://api.elsevier.com/content/article/doi/10.1016/j.tet.2018.05.026?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A highly stable Cu(OH)<ce:inf loc=post>2</ce:inf>-Poly(vinyl alcohol) nanocomposite membrane for dramatically enhanced direct borohydride fuel cell performance,Journal of Power Sources,10.1016/j.jpowsour.2020.228312,2020-08-15,https://api.elsevier.com/content/article/doi/10.1016/j.jpowsour.2020.228312?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effects of mesoporous structure and Pt promoter on the activity of Co-based catalysts in low-temperature CO<ce:inf loc=post>2</ce:inf> hydrogenation for higher alcohol synthesis,Journal of Catalysis,10.1016/j.jcat.2018.07.019,2018-10-31,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2018.07.019?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohol-assisted self-healing network polymer based on vicinal tricarbonyl chemistry,Polymer,10.1016/j.polymer.2018.11.061,2019-01-14,https://api.elsevier.com/content/article/doi/10.1016/j.polymer.2018.11.061?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
How alcohol use problem severity affects the outcome of brief intervention delivered in-person versus through computer-generated feedback letters,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2017.10.032,2018-02-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2017.10.032?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Formation of cyclooctatriene and bicyclooctadiene through regioselective intermolecular (2<ce:hsp sp=0.25></ce:hsp>+<ce:hsp sp=0.25></ce:hsp>2) photocycloaddition of benzoic acids to allyl alcohol in water,Journal of Photochemistry and Photobiology A: Chemistry,10.1016/j.jphotochem.2008.11.016,2009-02-25,https://api.elsevier.com/content/article/doi/10.1016/j.jphotochem.2008.11.016?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Multi-frequency ultrasound-assisted dialysis modulates the self-assembly of alcohol-free zein-sodium caseinate to encapsulate curcumin and fabricate composite nanoparticles,Food Hydrocolloids,10.1016/j.foodhyd.2021.107110,2022-01-31,https://api.elsevier.com/content/article/doi/10.1016/j.foodhyd.2021.107110?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohol intoxication and condom use self-efficacy effects on women's condom use intentions,Addictive Behaviors,10.1016/j.addbeh.2013.09.019,2014-01-31,https://api.elsevier.com/content/article/doi/10.1016/j.addbeh.2013.09.019?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Dosimetric properties of sulfosalicylic acid-ferrous-polyvinyl alcohol-glutaraldehyde hydrogel dosimeters using magnetic and optical techniques,Radiation Physics and Chemistry,10.1016/j.radphyschem.2020.109106,2020-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.radphyschem.2020.109106?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Switchable sniff-cam (gas-imaging system) based on redox reactions of alcohol dehydrogenase for ethanol and acetaldehyde in exhaled breath,Talanta,10.1016/j.talanta.2018.12.070,2019-05-15,https://api.elsevier.com/content/article/doi/10.1016/j.talanta.2018.12.070?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Recyclable nanocomposite foams of Poly(vinyl alcohol), clay and cellulose nanofibrils – Mechanical properties and flame retardancy",Composites Science and Technology,10.1016/j.compscitech.2019.107762,2019-09-29,https://api.elsevier.com/content/article/doi/10.1016/j.compscitech.2019.107762?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Fatty alcohol polyoxyethylene ether sulfonate for foam flooding in high-salinity and high-temperature reservoir conditions,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2021.127366,2021-11-20,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfa.2021.127366?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Competitive adsorption on single-atom catalysts: Mechanistic insights into the aerobic oxidation of alcohols over Co<ce:glyph name=sbnd></ce:glyph>N<ce:glyph name=sbnd></ce:glyph>C,Journal of Catalysis,10.1016/j.jcat.2019.06.047,2019-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2019.06.047?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Determination of mercury in alcohol vinegar samples from Salvador, Bahia, Brazil",Food Control,10.1016/j.foodcont.2014.07.043,2015-01-31,https://api.elsevier.com/content/article/doi/10.1016/j.foodcont.2014.07.043?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Ionic liquid-assisted fabrication of poly(vinyl alcohol)/nanosilver/graphene oxide composites and their cytotoxicity/antimicrobial activity,Materials Chemistry and Physics,10.1016/j.matchemphys.2021.124524,2021-07-01,https://api.elsevier.com/content/article/doi/10.1016/j.matchemphys.2021.124524?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selective liquid phase oxidation of benzyl alcohol catalyzed by copper aluminate nanostructures,Journal of Molecular Structure,10.1016/j.molstruc.2014.09.045,2015-01-05,https://api.elsevier.com/content/article/doi/10.1016/j.molstruc.2014.09.045?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Anti-freezing and thermally self-healing polymer composite comprising polyvinyl alcohol, polyethylene oxide, and sodium carboxymethyl cellulose",European Polymer Journal,10.1016/j.eurpolymj.2021.110565,2021-07-05,https://api.elsevier.com/content/article/doi/10.1016/j.eurpolymj.2021.110565?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Antioxidant and antimicrobial polyvinyl alcohol electrospun nanofibers containing baicalein-hydroxypropyl-β-cyclodextrin inclusion complex,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2021.126135,2021-04-05,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfa.2021.126135?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Highly water resistant cassava starch/poly(vinyl alcohol) films,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2019.06.223,2019-09-15,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2019.06.223?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
The effect of mesoporosity in the reaction of vinyl acetate and isoamyl alcohol catalyzed by H-ZSM-5 zeolites based on natural Perlite,Applied Catalysis A: General,10.1016/j.apcata.2020.117717,2020-07-25,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2020.117717?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Poly(vinyl alcohol)/reduced graphene oxide multilayered coatings: The effect of filler content on gas barrier and surface resistivity properties,Composites Communications,10.1016/j.coco.2021.100670,2021-04-30,https://api.elsevier.com/content/article/doi/10.1016/j.coco.2021.100670?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Thermodynamic and spectroscopic studies of intermolecular interactions between isoamyl alcohol and monocyclic aromatic non-ideal binary liquid mixtures,Chemical Data Collections,10.1016/j.cdc.2020.100448,2020-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.cdc.2020.100448?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Ag@MOF-loaded chitosan nanoparticle and polyvinyl alcohol/sodium alginate/chitosan bilayer dressing for wound healing applications,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2021.02.045,2021-04-01,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2021.02.045?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Eating disorders in a community-based sample of women with alcohol use disorder and nicotine dependence,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2020.107981,2020-07-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2020.107981?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Low temperature preparation of high-flux α-alumina tight ultrafiltration membrane by modified co-sintering process,Separation and Purification Technology,10.1016/j.seppur.2022.122524,2023-02-15,https://api.elsevier.com/content/article/doi/10.1016/j.seppur.2022.122524?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Isoquinolinium bromochromate: An efficient and stable reagent for bromination of hydroxylated aromatic compounds and oxidation of alcohols,Chinese Chemical Letters,10.1016/j.cclet.2008.11.015,2009-03-31,https://api.elsevier.com/content/article/doi/10.1016/j.cclet.2008.11.015?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of allylic alcohols by alkene transfer from zirconium to zinc,Tetrahedron Letters,10.1016/S0040-4039(00)77062-6,1994-07-18,https://api.elsevier.com/content/article/doi/10.1016/S0040-4039(00)77062-6?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Mountain pine beetle (<ce:italic>Dendroctonus ponderosae</ce:italic>) CYP4Gs convert long and short chain alcohols and aldehydes to hydrocarbons,Insect Biochemistry and Molecular Biology,10.1016/j.ibmb.2018.09.005,2018-11-30,https://api.elsevier.com/content/article/doi/10.1016/j.ibmb.2018.09.005?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Fetal alcohol spectrum disorders model alters the functionality of glutamatergic neurotransmission in adult zebrafish,NeuroToxicology,10.1016/j.neuro.2020.03.003,2020-05-31,https://api.elsevier.com/content/article/doi/10.1016/j.neuro.2020.03.003?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Partial molar volumes and isentropic compressions of sugar alcohols in aqueous solutions from 15 °C to 40 °C at atmospheric pressure,Food Chemistry,10.1016/j.foodchem.2018.11.120,2019-05-15,https://api.elsevier.com/content/article/doi/10.1016/j.foodchem.2018.11.120?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enantioselective preparation of polyfunctional secondary allylic alcohols using functionalized dialkylzincs prepared by a copper(I) catalyzed iodine-zinc exchange reaction.,Tetrahedron Letters,10.1016/S0040-4039(00)93393-8,1993-05-07,https://api.elsevier.com/content/article/doi/10.1016/S0040-4039(00)93393-8?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Magnetic crosslinked copoly(ionic liquid) nanohydrogel supported palladium nanoparticles as efficient catalysts for the selective aerobic oxidation of alcohols,Applied Catalysis A: General,10.1016/j.apcata.2018.07.009,2018-08-05,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2018.07.009?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Palladium-catalyzed allylation and deacylative allylation of 3-acetyl-2-oxindoles with allylic alcohols,Tetrahedron,10.1016/j.tet.2017.11.041,2018-01-11,https://api.elsevier.com/content/article/doi/10.1016/j.tet.2017.11.041?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Inter-laboratory proficiency results of blood alcohol determinations at clinical and forensic laboratories in Italy,Forensic Science International,10.1016/j.forsciint.2018.12.018,2019-02-28,https://api.elsevier.com/content/article/doi/10.1016/j.forsciint.2018.12.018?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Slurry loop tubular membrane reactor for the catalysed aerobic oxidation of benzyl alcohol,Chemical Engineering Journal,10.1016/j.cej.2019.122250,2019-12-15,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2019.122250?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Covariation Between Brain Function (MEG) and Structure (DTI) Differentiates Adolescents with Fetal Alcohol Spectrum Disorder from Typically Developing Controls,Neuroscience,10.1016/j.neuroscience.2020.09.053,2020-11-21,https://api.elsevier.com/content/article/doi/10.1016/j.neuroscience.2020.09.053?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Cobalt catalyzed synthesis of <ce:italic>α, β</ce:italic>-unsaturated esters from esters and alcohols <ce:italic>via</ce:italic> mild O<ce:inf loc=post>2</ce:inf>-interrupted hydrogen borrowing",Journal of Catalysis,10.1016/j.jcat.2018.10.005,2018-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2018.10.005?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Facile fabrication of tough photocrosslinked polyvinyl alcohol hydrogels with cellulose nanofibrils reinforcement,Polymer,10.1016/j.polymer.2019.04.028,2019-05-31,https://api.elsevier.com/content/article/doi/10.1016/j.polymer.2019.04.028?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Synthesis and characterization of polyvinyl alcohol/corn starch/linseed polyol-based hydrogel loaded with biosynthesized silver nanoparticles,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2020.09.044,2020-11-15,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2020.09.044?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Iron-catalyzed solvent-free conversion of alcohols and phenols into diphenylmethyl (DPM) ethers,Tetrahedron Letters,10.1016/S0040-4039(02)00890-0,2002-05-28,https://api.elsevier.com/content/article/doi/10.1016/S0040-4039(02)00890-0?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Solubility parameters of some high molecular weight alcohols and esters used in pharmaceutical preparations,Thermochimica Acta,10.1016/0040-6031(93)80555-O,1993-08-09,https://api.elsevier.com/content/article/doi/10.1016/0040-6031(93)80555-O?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and structural characterisation of coal-based fulvic acid based on lignite,Journal of Molecular Structure,10.1016/j.molstruc.2022.132766,2022-07-15,https://api.elsevier.com/content/article/doi/10.1016/j.molstruc.2022.132766?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Contingency management for alcohol use reduction: A pilot study using a transdermal alcohol sensor,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2011.04.023,2011-11-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2011.04.023?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Ultrafast and efficient removal of Pb(II) from acidic aqueous solution using a novel polyvinyl alcohol superabsorbent,Chemosphere,10.1016/j.chemosphere.2021.131032,2021-11-30,https://api.elsevier.com/content/article/doi/10.1016/j.chemosphere.2021.131032?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Toward efficient broad-spectrum UV absorption of carbon dots: Facile preparation, performance characterization and its application as UV absorbers",Journal of Industrial and Engineering Chemistry,10.1016/j.jiec.2022.10.032,2023-01-25,https://api.elsevier.com/content/article/doi/10.1016/j.jiec.2022.10.032?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Generation and reactions of low-valent titanium alkoxide-acetylene complexes. A practical preparation of allyl alcohols,Tetrahedron Letters,10.1016/0040-4039(95)00513-C,1995-05-01,https://api.elsevier.com/content/article/doi/10.1016/0040-4039(95)00513-C?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Catalytic hydrogenation of furfural to furfuryl alcohol on hydrotalcite-derived Cu<ce:inf loc=post>x</ce:inf>Ni<ce:inf loc=post>3−x</ce:inf>AlO<ce:inf loc=post>y</ce:inf> mixed-metal oxides,Journal of Catalysis,10.1016/j.jcat.2021.10.009,2021-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2021.10.009?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Maternal alcohol binge drinking induces persistent neuroinflammation associated with myelin damage and behavioural dysfunctions in offspring mice,Neuropharmacology,10.1016/j.neuropharm.2017.05.034,2017-09-01,https://api.elsevier.com/content/article/doi/10.1016/j.neuropharm.2017.05.034?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Synthesis, micellization behavior and alcohol induced amphipathic cellulose film of cellulose-based amphiphilic surfactant",Applied Surface Science,10.1016/j.apsusc.2015.03.155,2015-08-01,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2015.03.155?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Who is most affected by prenatal alcohol exposure: Boys or girls?,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2017.04.010,2017-08-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2017.04.010?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Lanthanum biosorption using sericin/alginate particles crosslinked by poly(vinyl alcohol): Kinetic, cation exchange, and desorption studies",Journal of Environmental Chemical Engineering,10.1016/j.jece.2021.105551,2021-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.jece.2021.105551?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Attentional bias toward alcohol stimuli as a predictor of treatment retention in cocaine dependence and alcohol user patients,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2017.10.005,2018-01-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2017.10.005?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A longitudinal investigation of the association between cannabis use and alcohol use among people living with HIV,Drug and Alcohol Dependence,10.1016/j.drugalcdep.2018.08.026,2018-12-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2018.08.026?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"A new method for preparation of 3,6-dihydro-2<ce:italic>H</ce:italic>-1,3-oxazines and explorations of their use in stereoselective synthesis of 1,3-amino alcohol derivatives",Tetrahedron,10.1016/0040-4020(95)01100-5,1996-02-26,https://api.elsevier.com/content/article/doi/10.1016/0040-4020(95)01100-5?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Solid-liquid equilibrium of 3,3-dilauryl thiodipropionate/lauryl alcohol in melt crystallization and model based process design",Chemical Engineering Science,10.1016/j.ces.2021.117209,2022-02-02,https://api.elsevier.com/content/article/doi/10.1016/j.ces.2021.117209?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Permeation and sorption properties of CO<ce:inf loc=post>2</ce:inf>-selective blend membranes based on polyvinyl alcohol (PVA) and 1-ethyl-3-methylimidazolium dicyanamide ([EMIM][DCA]) ionic liquid for effective CO<ce:inf loc=post>2</ce:inf>/H<ce:inf loc=post>2</ce:inf> separation,Journal of Membrane Science,10.1016/j.memsci.2019.117623,2020-03-01,https://api.elsevier.com/content/article/doi/10.1016/j.memsci.2019.117623?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Structuring Ru nanoparticles on magnetic nitrogen doped carbon induces excellent photocatalytic activity for oxidation of alcohols under visible light,Journal of Photochemistry and Photobiology A: Chemistry,10.1016/j.jphotochem.2019.04.044,2019-06-15,https://api.elsevier.com/content/article/doi/10.1016/j.jphotochem.2019.04.044?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Assessing phosphatidylethanol (PEth) levels reflecting different drinking habits in comparison to the alcohol use disorders identification test – C (AUDIT-C),Drug and Alcohol Dependence,10.1016/j.drugalcdep.2017.04.026,2017-09-01,https://api.elsevier.com/content/article/doi/10.1016/j.drugalcdep.2017.04.026?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Hybrid hydrogels based on polyvinyl alcohol, branched polyethylenimine, polydopamine, and phosphonium-based ionic liquid for effective synergetic antibacterial applications",Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2022.129277,2022-09-05,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfa.2022.129277?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Base induced opening of 2,3-epoxychlorides: An efficient preparation of <math altimg=si1.gif><unl type=bar style=s>trans</unl></math>-chlorovlnyl alcohols",Tetrahedron Letters,10.1016/S0040-4039(00)97658-5,1990-12-31,https://api.elsevier.com/content/article/doi/10.1016/S0040-4039(00)97658-5?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Highly efficient oxidation of alcohols using Oxone<ce:sup loc=post>®</ce:sup> as oxidant catalyzed by ruthenium complex under mild reaction conditions,Chinese Chemical Letters,10.1016/j.cclet.2008.06.019,2008-09-30,https://api.elsevier.com/content/article/doi/10.1016/j.cclet.2008.06.019?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effects of basalt fiber and polyvinyl alcohol fiber on the properties of recycled aggregate concrete and optimization of fiber contents,Construction and Building Materials,10.1016/j.conbuildmat.2022.127646,2022-07-18,https://api.elsevier.com/content/article/doi/10.1016/j.conbuildmat.2022.127646?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Perovskite-derived trimetallic Co-Ni-Cu catalyst for higher alcohol synthesis from syngas,Fuel Processing Technology,10.1016/j.fuproc.2019.05.002,2019-10-31,https://api.elsevier.com/content/article/doi/10.1016/j.fuproc.2019.05.002?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation of disubstituted epichlorohydrins with total diastereoselectivity. Transformation of α-bromocarbonyl compounds into allyl alcohols.,Tetrahedron Letters,10.1016/S0040-4039(00)93410-5,1993-05-07,https://api.elsevier.com/content/article/doi/10.1016/S0040-4039(00)93410-5?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
